institution_name,administrative_unit_aun,school_branch,category,status,phone_number,web_address,county,city,primary_administrator,school_year,latitude,longitude
Philadelphia University/ Main,426517803,0000,Private College and University,Open,2159512700,https://www.jefferson.edu/,Philadelphia,Philadelphia,Dr Stephen K Klasko,SY2021,39.9527237,-75.1635262
Phlebotomy Institute of Central PA,410140299,0000,Private Licensed School,Open,8142370774,http://www.phlebotomyinstitute.com/,Centre,State College,Ms Debra A Smeal,SY2021,40.7944504,-77.8616386
Phlebotomy Training Center,402027239,0100,Private Licensed School,Open,4125217334,http://www.justphlebotomy.ORG,Allegheny,Pittsburgh,Mr Michael    L Zinkovsky,SY2021,40.4416941,-79.9900861
Pig Iron School for Advanced Performance Training,426510459,0000,Private Licensed School,Open,2154251100,https://pigironschool.org/,Philadelphia,Philadelphia,Mr Gabriel Q Bauriedel,SY2021,39.9527237,-75.1635262
PITC Institute,423468989,0000,Private Licensed School,Open,2153922938,http://www.pitc.edu/,Montgomery,Wyncote,Dr Shahid   Ahmed,SY2021,40.0945549,-75.1487863
PITC Institute,423468989,0000,Specialized Associate Degree,Open,2153922938,http://www.pitc.edu/,Montgomery,Wyncote,Dr Shahid   Ahmed,SY2021,40.0945549,-75.1487863
Pittsburgh Career Institute,402028449,0000,Private Licensed School,Open,4122812600,http://pci.edu/,Allegheny,Pittsburgh,Dr Patti  Yakshe,SY2021,40.4416941,-79.9900861
Pittsburgh Career Institute,402028449,0000,Specialized Associate Degree,Open,4122812600,http://pci.edu/,Allegheny,Pittsburgh,Dr Patti  Yakshe,SY2021,40.4416941,-79.9900861
Pittsburgh Inst-Mortuary SCI,402027319,0000,Private Licensed School,Open,4123628500,https://pims.edu/,Allegheny,Pittsburgh,Dr Barry T Lease,SY2021,40.4416941,-79.9900861
Pittsburgh Inst-Mortuary SCI,402027319,0000,Specialized Associate Degree,Open,4123628500,https://pims.edu/,Allegheny,Pittsburgh,Dr Barry T Lease,SY2021,40.4416941,-79.9900861
Pittsburgh Institute of Aeronautics,403022037,0000,Private Licensed School,Open,4124629011,http://www.pia.edu/,Allegheny,Pittsburgh,Ms Suzanne L Markle,SY2021,40.4416941,-79.9900861
Pittsburgh Institute of Aeronautics,403022037,0000,Specialized Associate Degree,Open,4124629011,http://www.pia.edu/,Allegheny,Pittsburgh,Ms Suzanne L Markle,SY2021,40.4416941,-79.9900861
Pittsburgh School of Massage Therapy,402021999,0000,Private Licensed School,Open,4122415155,http://www.pghschmass.com,Allegheny,Pittsburgh,Mr Robert     C Jantsch,SY2021,40.4416941,-79.9900861
Pittsburgh Technical College,402022047,0000,Private College and University,Open,4128095100,https://www.ptcollege.edu/,Allegheny,Oakdale,Dr Alicia B Harvey-Smith Ph.D.,SY2021,40.3981246,-80.1856134
Pittsburgh Theo Seminary,402027905,0000,Theological Seminary,Open,4123625610,https://www.pts.edu/,Allegheny,Pittsburgh,Dr David  Esterline,SY2021,40.4416941,-79.9900861
Point Park University,402028004,0000,Private College and University,Open,4123914100,https://www.pointpark.edu,Allegheny,Pittsburgh,Dr Paul  Hennigan,SY2021,40.4416941,-79.9900861
Precision Manufacturing Institute,405208299,0000,Private Licensed School,Open,8143332415,http://www.pmionline.edu/,Crawford,Meadville,Mr Ed  Petrunak,SY2021,41.641445,-80.151449
Prism Career Institute,426519299,0000,Private Licensed School,Open,2153314600,https://www.prismcareerinstitute.edu/locations/philadelphia/,Philadelphia,Philadelphia,Mr Jeff  Mann,SY2021,39.9527237,-75.1635262
Professional Drivers Academy,416497439,0000,Private Licensed School,Open,5705233100,https://www.pdacdl.com,Northumberland,Milton,Mr Shawn J Reis,SY2021,41.0177269,-76.853084
RCS/AMS Race Car Service of America/Automotive Machinist Sch,403025169,0000,Private Licensed School,Open,4128811000,http://www.rcsoa.com,Allegheny,Pittsburgh,Mr Ronald C Stanislawczyk,SY2021,40.4416941,-79.9900861
Reading Area Community College,414067702,0000,Community College,Open,6103724721,https://www.racc.edu/,Berks,Reading,Dr Susan  Looney,SY2021,40.335345,-75.9279495
Reconstructionist Rabbinical College,426518054,0000,Private College and University,Open,2155760800,https://www.rrc.edu,Montgomery,Wyncote,Rabbi Deborah  Waxman Ph.D.,SY2021,40.0945549,-75.1487863
Reformed Episcopal Seminary,426519005,0000,Theological Seminary,Open,6102929852,http://www.reseminary.edu,Montgomery,Blue Bell,Dr Jonathan   Riches,SY2021,40.152331,-75.266289
Reformed Presbyterian Theo Sem,402028005,0000,Theological Seminary,Open,4127318690,http://www.rpts.edu,Allegheny,Pittsburgh,Dr Barry J York,SY2021,40.4416941,-79.9900861
Revolutionary Education Center,419253109,0000,Private Licensed School,Open,5703830825,http://www.revolutionary.cc/Views/Education.aspx,Lackawanna,Olyphant,Dr Kathleen  Evanina,SY2021,41.4688301,-75.602387
"Revolutionary Education Center, Inc.",421398249,0000,Private Licensed School,Open,5704833600,http://www.revolutionary.cc/,Lehigh,Allentown,Dr Kathleen  Evanina,SY2021,40.6022059,-75.4712794
Roadmaster Drivers School,420481159,0000,Private Licensed School,Open,7173426420,http://www.roadmaster.com,Northampton,Bethlehem,Mr L. Paul  Sherman,SY2021,40.6178915,-75.3786521
Robert Morris University,403028104,0000,Private College and University,Open,4122628200,https://www.rmu.edu,Allegheny,Moon Township,Dr Christopher B Howard,SY2021,40.5061,-80.2082
Rosedale Technical College,402027639,0000,Private Licensed School,Open,4125216200,http://www.rosedaletech.org,Allegheny,Pittsburgh,Mr Dennis F Wilke,SY2021,40.4416941,-79.9900861
Rosedale Technical College,402027639,0000,Specialized Associate Degree,Open,4125216200,http://www.rosedaletech.org,Allegheny,Pittsburgh,Mr Dennis F Wilke,SY2021,40.4416941,-79.9900861
Rosemont College,423468204,0000,Private College and University,Open,6105270200,https://www.rosemont.edu,Montgomery,Rosemont,Dr Jayson  Boyers,SY2021,40.028133,-75.3274099
Saint Bonaventure University,464000327,0001,Other College and University,Open,8147578075,https://www.sbu.edu/,Warren,Russell,Dr John  Sechriest,SY2021,41.9414478,-79.1350456
Saint Charles Borromeo Sem,423468305,0000,Theological Seminary,Open,6106673394,https://www.scs.edu,Montgomery,Wynnewood,Fr Bishop Timothy C Senior,SY2021,40.0028514,-75.2707469
Saint Francis University,408118504,0000,Private College and University,Open,8144723000,https://www.francis.edu/,Cambria,Loretto,"Fr Malachi  Van Tassel T.O.R., Ph.D",SY2021,40.5029161,-78.6314019
Saint Joseph's University,426518604,0000,Private College and University,Open,6106601000,https://www.sju.edu/,Philadelphia,Philadelphia,Dr Mark C Reed,SY2021,39.9527237,-75.1635262
Saint Tikhon's Ortho Theo Sem,419640015,0000,Theological Seminary,Open,5709374411,http://www.stots.edu,Wayne,South Canaan,Mr Arch Bishop Michael G Daulich Ph. D.,SY2021,41.5053624,-75.4121257
Saint Vincent College,407658704,0000,Private College and University,Open,7245399761,https://www.stvincent.edu,Westmoreland,Latrobe,"Rev Paul R Taylor O.S.B., Ph.D.",SY2021,40.317287,-79.3840301
Salus University,426517103,0000,Private State-Aided Institution,Open,2157801400,https://www.salus.edu/,Philadelphia,Elkins Park,Dr Michael H Mittelman,SY2021,40.037451,-75.132305
School of Body Therapies,422095979,0000,Private Licensed School,Open,2157413888,http://www.schoolofbodytherapies.com/,Bucks,Langhorne,Ms Kathleen G Perniciaro,SY2021,40.1745538,-74.9226665
Seton Hill University,407658804,0000,Private College and University,Open,7248342200,https://www.setonhill.edu/,Westmoreland,Greensburg,Dr Mary  C Finger,SY2021,40.3014581,-79.5389289
Shippensburg University of PA,415218820,0000,State University,Open,7174777447,http://www.ship.edu,Cumberland,Shippensburg,Ms Laurie A Carter J.D.,SY2021,40.0507198,-77.5205485
Sight & Sound Conservatory,413360359,0000,Private Licensed School,Open,7176874220,http://www.sightsoundconservatory.com,Lancaster,Ronks,Mr Jeff  Bender,SY2021,40.0262104,-76.168566
Slippery Rock University of PA,404108850,0000,State University,Open,7247389000,https://www.sru.edu,Butler,Slippery Rock,Dr William J Behre,SY2021,41.0639506,-80.0564468
SmileSystem School of Dental Assisting,456005845,0000,Private Licensed School,Open,8885519369,http://www.smilesystems.org/,Montgomery,Hatfield,"Ms Lisandra  Maisonet RDH, BS, PHDHP",SY2021,40.2796371,-75.2995777
Smith & Solomon Training School,423468169,0000,Private Licensed School,Open,6102726050,http://www.smithsolomon.com,Montgomery,Norristown,Mr  James  Bennett,SY2021,40.1148787,-75.3433705
South Hills School of Business and Technology,408070127,0000,Private Licensed School,Open,8149446134,https://www.southhills.edu,Blair,Altoona,Ms Holly  Emerick,SY2021,40.518681,-78.394736
South Hills School of Business and Technology,408070127,0000,Specialized Associate Degree,Open,8149446134,https://www.southhills.edu,Blair,Altoona,Ms Holly  Emerick,SY2021,40.518681,-78.394736
South Hills School of Business and Technology,410142087,0000,Private Licensed School,Open,8142347755,https://www.southhills.edu,Centre,State College,Mr Mark J Maggs,SY2021,40.7944504,-77.8616386
South Hills School of Business and Technology,410142087,0000,Specialized Associate Degree,Open,8142347755,https://www.southhills.edu,Centre,State College,Mr Mark J Maggs,SY2021,40.7944504,-77.8616386
Southern Illinois Unversity-Carbondale,427045189,0000,Other College and University,Open,7247758561,https://siu.edu/,Beaver,Monaca,Dr John M Dunn,SY2021,40.6872885,-80.2714505
Springhouse Computer School,424150209,0000,Private Licensed School,Open,6103212090,http://www.springhouse.com,Chester,Exton,Ms Adrienne  Cooper,SY2021,40.0289955,-75.6207651
Strayer University - Cranberry Woods,400000065,0004,Other College and University,Open,7032472515,http://www.strayer.edu,Allegheny,Warrendale,Mr Larry  Gudis,SY2021,40.6534001,-80.079503
Strayer University - Delaware County Campus,400000065,0002,Other College and University,Open,6105432500,http://www.strayer.edu/campus/delaware-county,Delaware,Springfield,Ms Patricia  Ardoline,SY2021,39.9306677,-75.3201879
Strayer University - Lower Bucks County Campus,400000065,0001,Other College and University,Open,2159535999,http://www.strayer.edu/campus/lower-bucks-county,Bucks,Trevose,Ms Fatima  Arukwe,SY2021,40.1392766,-74.9810019
Strayer University - Penn Center West,400000065,0005,Other College and University,Open,7032472515,http://www.strayer.edu/campus/penn-center-west,Allegheny,Warrendale,Mr Larry  Gudis,SY2021,40.6534001,-80.079503
Strayer University - Philadelphia Branch,400000065,0009,Other College and University,Open,2672560200,http://www.strayer.edu,Philadelphia,Philadelphia,Mr Reginald  Rainey,SY2021,39.9527237,-75.1635262
Strayer University- Allentown,400000065,0010,Other College and University,Open,7035587016,http://www.strayer.edu/campus/allentown,Lehigh,Allentown,Dr Sondra F Stallard,SY2021,40.6022059,-75.4712794
"Studio Incamminati, School for Contemporary Realist Art",426512169,0000,Private Licensed School,Open,2155927910,http://www.studioincamminati.org,Philadelphia,Philadelphia,Mr Dan  Thompson,SY2021,39.9527237,-75.1635262
"Suburban Academy of Law Enforcement, Inc.",402028029,0000,Private Licensed School,Open,4127988830,http://www.suburbanacademy.com,Allegheny,Turtle Creek,Ms Angela E Hunter,SY2021,40.405926,-79.8250534
Successful Aging Career Institute,425239049,0000,Private Licensed School,Open,4844619342,http://www.successfulaginginc.com/,Delaware,Upper Darby,Mr Innocent  Onwubiko,SY2021,39.9284459,-75.2737955
Susquehanna University,416559054,0000,Private College and University,Open,5703740101,https://www.susqu.edu,Snyder,Selinsgrove,Dr Jonathan D Green,SY2021,40.8062437,-76.8607084
Swarthmore College,425239104,0000,Private College and University,Open,6103288000,https://www.swarthmore.edu/,Delaware,Swarthmore,Dr Valerie  Smith,SY2021,39.9020565,-75.3499124
System One Technical Training Center,403025139,0000,Private Licensed School,Open,7242759970,http://www.systemoneservices.com/index.html,Allegheny,Cheswick,Mr Steven A Huntington,SY2021,40.5417343,-79.7992155
"Tech Elevator, Inc.",402029219,0000,Private Licensed School,Open,8776063203,https://www.techelevator.com/,Allegheny,Pittsburgh,Mr Justin  Driscoll,SY2021,40.4416941,-79.9900861
"Tech Elevator, Inc.",426515169,0000,Private Licensed School,Open,8776063203,http://www.techelevator.com,Philadelphia,Philadelphia,Mr Justin  Driscoll,SY2021,39.9527237,-75.1635262
Temple University/ Main,426517601,0000,State-Related Commonwealth University,Open,2152047000,https://www.temple.edu/,Philadelphia,Philadelphia,Dr Richard M Englert,SY2021,39.9527237,-75.1635262
Temple University/Ambler Cmp,426517601,1270,State-Related Commonwealth University,Open,2152831201,http://www.temple.edu/ambler,Montgomery,Ambler,Dr Sophia       Wisniewska,SY2021,40.1545535,-75.2215651
Thaddeus Stevens Coll of Tech,413361008,0000,College of Technology,Open,7172997730,http://www.stevenscollege.edu,Lancaster,Lancaster,Dr William    E Griscom,SY2021,40.03813,-76.3056686
Thiel College,404439154,0000,Private College and University,Open,7245892000,https://www.thiel.edu/,Mercer,Greenville,Dr Susan  Traverso,SY2021,41.4042616,-80.3910015
Thomas Jefferson University,426517903,0000,Private State-Aided Institution,Open,2159556000,https://www.jefferson.edu/,Philadelphia,Philadelphia,"Dr Stephen K Klasko MD, MBA",SY2021,39.9527237,-75.1635262
Training Camp (The),420452269,0000,Private Licensed School,Open,8006985501,http://www.trainingcamp.com,Bucks,Trevose,Mr Mark       A Uhlman,SY2021,40.1392766,-74.9810019
"Trans American Technical Institute, Inc.",419581019,0000,Private Licensed School,Open,5702224884,http://www.transamericantechs.com/,Lackawanna,Jermyn,"Mr William      Vaverchak, Jr.",SY2021,41.5309147,-75.5454634
"Triangle Tech, Inc.",412288159,0000,Private Licensed School,Open,8147718440,http://triangle-tech.edu,Franklin,Chambersburg,Mr Michael  Bard,SY2021,39.9375112,-77.6612586
"Triangle Tech, Inc./Bethlehem",420487139,0000,Private Licensed School,Open,6102662910,http://www.triangle-tech.edu,Northampton,Bethlehem,Mr Michael  Biechy,SY2021,40.6178915,-75.3786521
"Triangle Tech, Inc./Bethlehem",420487139,0000,Specialized Associate Degree,Open,6102662910,http://www.triangle-tech.edu,Northampton,Bethlehem,Mr Michael  Biechy,SY2021,40.6178915,-75.3786521
"Triangle Tech, Inc./DuBois",406172739,0000,Private Licensed School,Open,8143712090,http://www.triangle-tech.edu,Clearfield,Falls Creek,Mr Brad  Geer,SY2021,41.1409366,-78.785091
"Triangle Tech, Inc./DuBois",406172739,0000,Specialized Associate Degree,Open,8143712090,http://www.triangle-tech.edu,Clearfield,Falls Creek,Mr Brad  Geer,SY2021,41.1409366,-78.785091
"Triangle Tech, Inc./Greensburg",407652297,0000,Private Licensed School,Open,7248321050,http://www.triangle-tech.edu,Westmoreland,Greensburg,Mr John  Golofski,SY2021,40.3014581,-79.5389289
"Triangle Tech, Inc./Greensburg",407652297,0000,Specialized Associate Degree,Open,7248321050,http://www.triangle-tech.edu,Westmoreland,Greensburg,Mr John  Golofski,SY2021,40.3014581,-79.5389289
"Triangle Tech, Inc./Pittsburgh",402022277,0000,Private Licensed School,Open,4123591000,http://www.triangle-tech.edu,Allegheny,Pittsburgh,Mr Christopher  Lund,SY2021,40.4416941,-79.9900861
"Triangle Tech, Inc./Pittsburgh",402022277,0000,Specialized Associate Degree,Open,4123591000,http://www.triangle-tech.edu,Allegheny,Pittsburgh,Mr Christopher  Lund,SY2021,40.4416941,-79.9900861
"Triangle Tech, Inc./Sunbury",416498229,0000,Private Licensed School,Open,5709880700,http://www.triangle-tech.edu,Northumberland,Sunbury,Ms Karen L Miccio,SY2021,40.8619754,-76.7936252
"Triangle Tech, Inc./Sunbury",416498229,0000,Specialized Associate Degree,Open,5709880700,http://www.triangle-tech.edu,Northumberland,Sunbury,Ms Karen L Miccio,SY2021,40.8619754,-76.7936252
Trinity School for Ministry,427049165,0000,Theological Seminary,Open,7242663838,http://www.tsm.edu/,Beaver,Ambridge,Rev Dr. Henry L Thompson III,SY2021,40.5892339,-80.22506
United Career Institute at Mt. Braddock,400009859,0100,Private Licensed School,Open,7244374600,http://www.PIHT.edu,Fayette,Mount Braddock,Ms Ali  Rachel,SY2021,39.9428532,-79.644485
United Career Institute at Mt. Braddock,400009859,0100,Specialized Associate Degree,Open,7244374600,http://www.PIHT.edu,Fayette,Mount Braddock,Ms Ali  Rachel,SY2021,39.9428532,-79.644485
United Lutheran Seminary,412015305,0000,Theological Seminary,Open,7173346286,https://www.unitedlutheranseminary.edu/,Adams,Gettysburg,"Rev Angela  Zimmann Ph.D., CFRE",SY2021,39.8308973,-77.231012
Universal Technical Institute,400000319,0000,Private Licensed School,Open,2814436262,http://www.uti.edu/,Out-of-State,Houston,Mr Darrin   Brust,SY2021,41.039341,-78.455429
Universal Technical Institute,424157239,0000,Private Licensed School,Open,6104585595,http://www.uti.edu/,Chester,Exton,Mr Robert   Kessler,SY2021,40.0289955,-75.6207651
Universidad Ana G. Mendez (UGAM),400000119,0000,Other College and University,Open,7877437979,http://www.suagm.edu/turabo/index.asp,Out-of-State,Puerto Rico,Dr David  Mendez,SY2021,40.864759,-78.170375
University of Florida,476004480,0000,Other College and University,Open,3523923261,http://www.ufl.edu/,Out-of-State,Gainesville,Dr James B Machen,SY2021,40.705896,-78.003616
University of Pennsylvania,426518003,0000,Private State-Aided Institution,Open,2158985000,https://www.upenn.edu/,Philadelphia,Philadelphia,Dr Amy     Gutmann,SY2021,39.9527237,-75.1635262
University of Phoenix,400003114,0000,Other College and University,Open,8667660766,http://www.phoenix.edu,Out-of-State,Tempe,Mr Timothy P Slottow,SY2021,40.705896,-78.003616
University of Phoenix - Philadelphia Main Campus,400003114,0012,Other College and University,Open,2672342000,http://www.phoenix.edu,Philadelphia,Philadelphia,Mr Michael  Bard,SY2021,39.9527237,-75.1635262
University of Pittsburgh/ Main,402028001,0000,State-Related Commonwealth University,Open,4126244141,https://www.pitt.edu,Allegheny,Pittsburgh,Dr Patrick  Gallagher,SY2021,40.4416941,-79.9900861
University of Pittsburgh/Bradford Cmp,402028001,1280,State-Related Commonwealth University,Open,8143627500,https://www.upb.pitt.edu,McKean,Bradford,Dr Catherine  Koverola,SY2021,41.9559613,-78.6475883
University of Pittsburgh/Grnsburg Cmp,402028001,1290,State-Related Commonwealth University,Open,7248377040,https://www.greensburg.pitt.edu,Westmoreland,Greensburg,Dr Robert G Gregerson,SY2021,40.3014581,-79.5389289
University of Pittsburgh/Johnstn Cmp,402028001,1300,State-Related Commonwealth University,Open,8142697000,https://www.upj.pitt.edu,Cambria,Johnstown,Dr Jem  Spectar,SY2021,40.3267407,-78.9219698
University of Pittsburgh/Titusvle Cmp,402028001,1310,State-Related Commonwealth University,Open,8148274400,https://www.upt.pitt.edu,Crawford,Titusville,Dr Catherine  Koverola,SY2021,41.624468,-79.669652
University of Scranton,419359204,0000,Private College and University,Open,5709417400,https://www.scranton.edu,Lackawanna,Scranton,Fr Scott R Pilarz S.J.,SY2021,41.4086874,-75.6621294
University of South Florida,421399309,0000,Other College and University,Open,8884025846,https://www.usf.edu,Lehigh,Allentown,Dr Steven C Currall,SY2021,40.6022059,-75.4712794
University of the Arts (The),426517283,0000,Private State-Aided Institution,Open,2157176000,https://www.uarts.edu/,Philadelphia,Philadelphia,Mr David  Yager,SY2021,39.9527237,-75.1635262
University of the Sciences,426517504,0000,Private College and University,Open,2155968800,https://www.usciences.edu/,Philadelphia,Philadelphia,Dr Paul  Katz MD,SY2021,39.9527237,-75.1635262
University of Valley Forge of the Assemblies of God,424159284,0000,Private College and University,Open,6109350450,https://www.valleyforge.edu/,Chester,Phoenixville,Rev David S Kim,SY2021,40.1303822,-75.5149128
Ursinus College,423469254,0000,Private College and University,Open,6104093000,https://www.ursinus.edu/,Montgomery,Collegeville,Mr S. Brock  Blomberg,SY2021,40.1856597,-75.451571
Valley Forge Military College,425239506,0000,Private Two-Year College,Open,6109891203,https://www.vfmac.edu/,Delaware,Wayne,Ms Maureen  Malone,SY2021,40.0440149,-75.3878616
Vet Tech Institute,403021557,0000,Private Licensed School,Open,4123917021,https://www.vettechinstitute.edu/,Allegheny,Pittsburgh,Ms Jackie  Flynn-Esposto,SY2021,40.4416941,-79.9900861
Vet Tech Institute,403021557,0000,Specialized Associate Degree,Open,4123917021,https://www.vettechinstitute.edu/,Allegheny,Pittsburgh,Ms Jackie  Flynn-Esposto,SY2021,40.4416941,-79.9900861
Villanova University,425239354,0000,Private College and University,Open,6105194500,https://www1.villanova.edu/main.html,Delaware,Villanova,"Rev Peter M Donohue OSA, Ph.D.",SY2021,40.0373323,-75.3490769
Walnut Hill College,426517559,0000,Private College and University,Open,2152224200,https://www.walnuthillcollege.edu/,Philadelphia,Philadelphia,Mr Daniel       Liberatoscioli,SY2021,39.9527237,-75.1635262
Washington and Jefferson College,401639404,0000,Private College and University,Open,7242234400,http://www.washjeff.edu,Washington,Washington,Dr John C Knapp,SY2021,40.17396,-80.2461714
Waynesburg University,401309454,0000,Private College and University,Open,7246278191,https://www.waynesburg.edu,Greene,Waynesburg,Mr Douglas G Lee,SY2021,39.8964641,-80.1792299
Welder Training and Testing Institute,421398339,0000,Private Licensed School,Open,6104379720,http://www.welderinstitute.com/school_intro.html,Lehigh,Allentown,Mr Michael  Wiswesser,SY2021,40.6022059,-75.4712794
"Wellness Institute of Chester County, LLC (The)",424159149,0000,Private Licensed School,Open,4843418598,https://wcofcc.com/massageschool/,Chester,Exton,Dr Joseph  Zappy,SY2021,40.0289955,-75.6207651
West Chester University of PA,424159000,0000,State University,Open,6104361000,https://www.wcupa.edu/,Chester,West Chester,Dr Christopher M Fiorentino,SY2021,39.9597213,-75.6059638
Western Pennsylvania School of Taxidermy,406330169,0000,Private Licensed School,Open,8149386508,http://www.wpst-taxidermy-school.com,Jefferson,Oliveburg,Mr Marc       E Jordan,SY2021,40.9908979,-79.0264236
Westminster College,404379504,0000,Private College and University,Open,7249468761,https://www.westminster.edu,Lawrence,New Wilmington,Dr Kathy B Richardson,SY2021,41.1222812,-80.3328428
Westminster Theological Sem,423469505,0000,Theological Seminary,Open,2158875511,https://www.wts.edu,Montgomery,Glenside,Dr Peter A Lillback,SY2021,40.1023326,-75.1521195
Westmoreland County CC,407658802,0000,Community College,Open,7249254000,https://westmoreland.edu/,Westmoreland,Youngwood,Dr Tuesday  Stanley,SY2021,40.240348,-79.5767066
Widener Univ/ Main,425239534,0000,Private College and University,Open,6104994000,https://www.widener.edu,Delaware,Chester,Dr Julie E Wollman,SY2021,39.849557,-75.3557458
Wilkes University,418409554,0000,Private College and University,Open,5704085000,https://www.wilkes.edu,Luzerne,Wilkes-Barre,Dr Paul S Adams,SY2021,41.2464824,-75.8817316
Williamson College of the Trades,425232607,0000,Other Approved School,Open,6105661776,https://www.williamson.edu/,Delaware,Media,Mr Michael J Rounds,SY2021,39.9167783,-75.387693
Wilson College,412289604,0000,Private College and University,Open,7172644141,https://www.wilson.edu/,Franklin,Chambersburg,Dr Wesley R Fugate,SY2021,39.9375112,-77.6612586
Won Institute of Grad Studies,423469524,0000,Private College and University,Open,2158848942,https://www.woninstitute.edu/,Montgomery,Glenside,Dr Bokin       Kim,SY2021,40.1023326,-75.1521195
York College of Pennsylvania,412679704,0000,Private College and University,Open,7178467788,https://www.ycp.edu,York,York,Dr Pamela  Gunter-Smith,SY2021,39.962493,-76.7276989
York Technical Institute/Lancaster,413361019,0000,Private Licensed School,Open,7172951100,http://www.yti.edu/,Lancaster,Lancaster,Ms Danielle  Stalter,SY2021,40.03813,-76.3056686
York Technical Institute/Lancaster,413361019,0000,Specialized Associate Degree,Open,7172951100,http://www.yti.edu/,Lancaster,Lancaster,Ms Danielle  Stalter,SY2021,40.03813,-76.3056686
York Time Institute,412679049,0000,Private Licensed School,Open,7178483152,http://www.yorktimeinstitute.com/,York,York,Mr Daniel A Nied,SY2021,39.962493,-76.7276989
Youngstown State University,404108099,0000,Other College and University,Open,3309413000,https://www.ysu.edu/,Butler,Butler,Mr James P Tressel,SY2021,40.7764541,-79.9495022
YTI Career Institute - Altoona,415071009,0000,Private Licensed School,Open,8149445643,https://www.yti.edu/,Blair,Altoona,Mr Carl  Kenyon,SY2021,40.518681,-78.394736
YTI Career Institute - Altoona,415071009,0000,Specialized Associate Degree,Open,8149445643,https://www.yti.edu/,Blair,Altoona,Mr Carl  Kenyon,SY2021,40.518681,-78.394736
YTI Career Institute - York,412678659,0000,Private Licensed School,Open,7177571100,http://www.yti.edu,York,York,Ms Vicki  Kane,SY2021,39.962493,-76.7276989
YTI Career Institute - York,412678659,0000,Specialized Associate Degree,Open,7177571100,http://www.yti.edu,York,York,Ms Vicki  Kane,SY2021,39.962493,-76.7276989
160 Driving Academy,402026259,0000,Private Licensed School,Open,8478684393,https://www.160drivingacademy.com/,Allegheny,Munhall,"Mr Steve   Gold , Director",SY2122,40.3922914,-79.9000499
160 Driving Academy,413386289,0000,Private Licensed School,Open,8478684393,https://www.160drivingacademy.com/,Lebanon,Lebanon,"Mr Steve   Gold , Director",SY2122,40.3429683,-76.4233816
160 Driving Academy,420456149,0000,Private Licensed School,Open,8478684393,https://www.160drivingacademy.com/,Monroe,Tannersville,"Mr Steve   Gold , Director",SY2122,41.0400917,-75.3057387
160 Driving Academy,420486149,0000,Private Licensed School,Open,8478684393,https://www.160drivingacademy.com,Northampton,Bethlehem,"Mr Steve   Gold , Director",SY2122,40.6178915,-75.3786521
160 Driving Academy,427041049,0000,Private Licensed School,Open,8478684393,https://www.160drivingacademy.com/,Beaver,New Castle,"Mr Steve   Gold , Chief Executive Officer",SY2122,40.8404797,-80.3845269
"AAA School of Trucking, Inc",426510819,0000,Private Licensed School,Open,2673245957,http://www.aaaschooloftrucking.com,Philadelphia,Philadelphia,"Mr Ryan A Soloby , Chief Executive Officer",SY2122,39.9527237,-75.1635262
"AAA School of Trucking, Inc.",415228149,0000,Private Licensed School,Open,7176523652,http://www.aaaschooloftrucking.com/,Dauphin,Harrisburg,"Ms Susan   First , Chief Executive Officer",SY2122,40.2663107,-76.8861122
Academy for Media Production (The),412015229,0000,Private Licensed School,Open,7173344487,https://amp-school.com/,Adams,McSherrystown,"Mr Paul T Chiacchierini , Chief Executive Officer",SY2122,39.8038439,-77.019242
Academy of Massage Therapy & Bodyworks,423461299,0000,Private Licensed School,Open,6107054401,http://www.massage-training.net/,Montgomery,Pottstown,"Ms Angela   Pio Wagner , Chief Executive Officer",SY2122,40.2452976,-75.6496424
Academy Pittsburgh,402021239,0000,Private Licensed School,Open,4128742500,http://www.academypgh.com,Allegheny,Pittsburgh,"Mr John   Lange , Chief Executive Officer",SY2122,40.4416941,-79.9900861
Ace Training School,423463109,0000,Private Licensed School,Open,2156352089,http://www.hrsat.org/,Montgomery,Willow Grove,"Dr Han   Ryoo , Chief Executive Officer",SY2122,40.1439985,-75.1157286
Albert School (The),423468279,0000,Private Licensed School,Open,2156350945,http://www.albertschool.org,Montgomery,Elkins Park,"Ms Debbie   Amerman , Chief Executive Officer",SY2122,40.0770553,-75.1268413
Albright College,414060204,0000,Private College and University,Open,6109212381,https://www.albright.edu,Berks,Reading,"Dr Jacquelyn S Fetrow , Chief Executive Officer",SY2122,40.335345,-75.9279495
All-State Career School,402027899,0000,Private Licensed School,Open,4128231818,https://www.allstatecareer.edu,Allegheny,West Mifflin,"Ms Heather   Powell , Acting Assistant Executive Director",SY2122,40.3634026,-79.8664375
All-State Career School,414060459,0000,Private Licensed School,Open,6103621124,https://www.allstatecareer.edu,Delaware,Essington,"Mr James   Hinkel , Director",SY2122,39.8620572,-75.2971309
All-State Career School,414060459,0000,Specialized Associate Degree,Open,6103621124,https://www.allstatecareer.edu,Delaware,Essington,"Mr James   Hinkel , Director",SY2122,39.8620572,-75.2971309
Allegany College of Maryland,400000100,0000,Other College and University,Open,3017845000,https://www.allegany.edu/,Out-of-State,Cumberland,"Dr Cynthia S Bambara , Chief Executive Officer",SY2122,41.008002,-78.441681
Allegheny College,405200304,0000,Private College and University,Open,8143323100,https://allegheny.edu/,Crawford,Meadville,"Dr Hilary L Link , Chief Executive Officer",SY2122,41.641445,-80.151449
